partition,fold_number,id
train,0,5S_rRNA_Bacteria_B01952
train,0,RNaseP_b_bacterial_M.capricolum
train,0,5S_rRNA_Bacteria_B04816
train,0,5S_rRNA_Bacteria_B07273
train,0,tRNA_tdbD00011664
train,0,tRNA_tdbD00000376
train,0,5S_rRNA_Eukaryota_E02491
train,0,tRNA_tdbD00007608
train,0,tRNA_tdbD00010379
train,0,5S_rRNA_Eukaryota_E02072
train,0,5S_rRNA_Eukaryota_E00506
train,0,tRNA_tdbD00006699
train,0,5S_rRNA_Eukaryota_E02099
train,0,SRP_long_bacterial_Baci.cere._AE016998
train,0,tRNA_tdbD00007534
train,0,5S_rRNA_Bacteria_B03125
train,0,tRNA_tdbD00004242
train,0,5S_rRNA_Bacteria_B02145
train,0,5S_rRNA_Bacteria_B05258
train,0,tRNA_tdbD00011204
train,0,5S_rRNA_Eukaryota_E01842
train,0,tRNA_tdbD00011193
train,0,tRNA_tdbD00000510
train,0,tRNA_tdbD00006221
train,0,16S_rRNA_Alphaproteobacteria_AY267522
train,0,5S_rRNA_Plastids_P00455
train,0,5S_rRNA_Bacteria_B04710
train,0,5S_rRNA_Bacteria_B02220
train,0,5S_rRNA_Bacteria_B02466
train,0,RNaseP_a_bacterial_C.pneumoniae-CWL029
train,0,tRNA_tdbD00001143
train,0,5S_rRNA_Bacteria_B06092
train,0,tmRNA_Syne.spec._TRW-32049
train,0,tRNA_tdbD00000258
train,0,tRNA_tdbD00009147
train,0,5S_rRNA_Bacteria_B00788
train,0,5S_rRNA_Bacteria_B05812
train,0,tRNA_tdbD00005715
train,0,5S_rRNA_Bacteria_B03144
train,0,tRNA_tdbD00002108
train,0,5S_rRNA_Archaea_A00183
train,0,5S_rRNA_Eukaryota_E02263
train,0,5S_rRNA_Bacteria_B02898
train,0,tRNA_tdbD00008609
train,0,5S_rRNA_Eukaryota_E02024
train,0,5S_rRNA_Bacteria_B06890
train,0,5S_rRNA_Bacteria_B02124
train,0,5S_rRNA_Plastids_P00601
train,0,5S_rRNA_Bacteria_B05993
train,0,5S_rRNA_Bacteria_B01113
train,0,tRNA_tdbD00011408
train,0,5S_rRNA_Eukaryota_E01409
train,0,5S_rRNA_Plastids_P00252
train,0,5S_rRNA_Bacteria_B06734
train,0,tRNA_tdbD00000042
train,0,5S_rRNA_Bacteria_B04961
train,0,5S_rRNA_Bacteria_B02768
train,0,5S_rRNA_Bacteria_B01301
train,0,tRNA_tdbD00004279
train,0,5S_rRNA_Bacteria_B02679
train,0,5S_rRNA_Bacteria_B01160
train,0,5S_rRNA_Eukaryota_E02113
train,0,tRNA_tdbD00005505
train,0,RNaseP_a_bacterial_C.jejuni
train,0,5S_rRNA_Bacteria_B00255
train,0,tRNA_tdbD00003100
train,0,tRNA_tdbD00003504
train,0,5S_rRNA_Archaea_A00078
train,0,5S_rRNA_Bacteria_B04354
train,0,5S_rRNA_Eukaryota_E00883
train,0,tRNA_tdbD00005420
train,0,5S_rRNA_Plastids_P00078
train,0,5S_rRNA_Plastids_P00801
train,0,5S_rRNA_Eukaryota_E00946
train,0,tRNA_tdbD00006813
train,0,5S_rRNA_Eukaryota_E00971
train,0,tRNA_tdbD00007839
train,0,5S_rRNA_Bacteria_B02904
train,0,tRNA_tdbD00003754
train,0,5S_rRNA_Eukaryota_E00742
train,0,tRNA_tdbD00004762
train,0,16S_rRNA_Bacilli_M54922
train,0,tRNA_tdbD00005885
train,0,16S_rRNA_Actinobacteria_DQ829284
train,0,5S_rRNA_Bacteria_B02469
train,0,tRNA_tdbD00010219
train,0,5S_rRNA_Eukaryota_E00007
train,0,tRNA_tdbD00007356
train,0,5S_rRNA_Bacteria_B01519
train,0,16S_rRNA_Alphaproteobacteria_AY527139
train,0,16S_rRNA_Bacilli_AY008265
train,0,tmRNA_Erwi.amyl._TRW-552
train,0,5S_rRNA_Bacteria_B06385
train,0,5S_rRNA_Bacteria_B04445
train,0,16S_rRNA_Alphaproteobacteria_L20765
train,0,tRNA_tdbD00010146
train,0,5S_rRNA_Bacteria_B05159
train,0,5S_rRNA_Bacteria_B04034
train,0,tRNA_tdbD00011646
train,0,16S_rRNA_Alphaproteobacteria_X63824
train,0,tRNA_tdbD00005757
train,0,5S_rRNA_Eukaryota_E01213
train,0,tRNA_tdbD00007857
train,0,5S_rRNA_Bacteria_B05905
train,0,5S_rRNA_Bacteria_B03449
train,0,tRNA_tdbD00002647
train,0,tRNA_tdbD00002584
train,0,16S_rRNA_Alphaproteobacteria_L19662
train,0,tRNA_tdbD00008625
train,0,5S_rRNA_Plastids_P00495
train,0,16S_rRNA_Alphaproteobacteria_U12900
train,0,tRNA_tdbD00003947
train,0,5S_rRNA_Eukaryota_E02112
train,0,tRNA_tdbD00009787
train,0,5S_rRNA_Bacteria_B01672
train,0,tRNA_tdbD00008357
train,0,RNaseP_archaea_S.solfataricus-P2
train,0,tRNA_tdbD00010720
train,0,5S_rRNA_Bacteria_B04673
train,0,5S_rRNA_Plastids_P00584
train,0,tRNA_tdbD00009491
train,0,5S_rRNA_Bacteria_B06489
train,0,tRNA_tdbD00004889
train,0,16S_rRNA_Actinobacteria_AB123557
train,0,5S_rRNA_Eukaryota_E01154
train,0,tRNA_tdbD00006715
train,0,5S_rRNA_Bacteria_B00092
train,0,tRNA_tdbD00006463
train,0,tRNA_tdbD00005839
train,0,5S_rRNA_Eukaryota_E02853
train,0,5S_rRNA_Bacteria_B01757
train,0,tRNA_tdbD00010038
train,0,tRNA_tdbD00010619
train,0,5S_rRNA_Bacteria_B05244
train,0,tRNA_tdbD00009169
train,0,SRP_long_bacterial_Stap.epid._AX145149
train,0,5S_rRNA_Bacteria_B02213
train,0,16S_rRNA_Bacilli_AF498071
train,0,5S_rRNA_Bacteria_B02379
train,0,tRNA_tdbD00005216
train,0,5S_rRNA_Bacteria_B03323
train,0,16S_rRNA_Bacilli_D31697
train,0,tRNA_tdbD00000981
train,0,5S_rRNA_Bacteria_B00410
train,0,tRNA_tdbD00006423
train,0,tRNA_tdbD00006170
train,0,5S_rRNA_Bacteria_B05287
train,0,5S_rRNA_Bacteria_B00582
train,0,tRNA_tdbD00011891
train,0,5S_rRNA_Bacteria_B01800
train,0,tRNA_tdbD00008346
train,0,5S_rRNA_Eukaryota_E01677
train,0,5S_rRNA_Eukaryota_E02035
train,0,tRNA_tdbD00003845
train,0,5S_rRNA_Eukaryota_E02229
train,0,tRNA_tdbD00004222
train,0,5S_rRNA_Bacteria_B05549
train,0,tRNA_tdbD00011494
train,0,5S_rRNA_Bacteria_B03966
train,0,tRNA_tdbD00004187
train,0,16S_rRNA_Actinobacteria_AY673386
train,0,5S_rRNA_Bacteria_B00789
train,0,5S_rRNA_Eukaryota_E01925
train,0,5S_rRNA_Bacteria_B07198
train,0,5S_rRNA_Bacteria_B01961
train,0,5S_rRNA_Bacteria_B00246
train,0,tRNA_tdbD00003893
train,0,tRNA_tdbD00005521
train,0,5S_rRNA_Bacteria_B02780
train,0,5S_rRNA_Bacteria_B03450
train,0,tRNA_tdbD00006763
train,0,SRP_animal_Dani.reri._CR854846
train,0,tRNA_tdbD00006490
train,0,5S_rRNA_Bacteria_B00895
train,0,5S_rRNA_Eukaryota_E00291
train,0,tRNA_tdbD00005339
train,0,tRNA_tdbD00008632
train,0,tRNA_tdbD00003695
train,0,5S_rRNA_Plastids_P00675
train,0,tRNA_tdbD00003691
train,0,5S_rRNA_Bacteria_B02729
train,0,tRNA_tdbD00003089
train,0,5S_rRNA_Bacteria_B00635
train,0,tRNA_tdbD00009745
train,0,tRNA_tdbD00007410
train,0,5S_rRNA_Bacteria_B05407
train,0,5S_rRNA_Bacteria_B03757
train,0,tRNA_tdbD00004473
train,0,tRNA_tdbD00002389
train,0,tRNA_tdbD00003425
train,0,tRNA_tdbD00006936
train,0,5S_rRNA_Bacteria_B00313
train,0,5S_rRNA_Plastids_P00665
train,0,5S_rRNA_Plastids_P00838
train,0,SRP_long_bacterial_Baci.anth._AE017225
train,0,tRNA_tdbD00009013
train,0,tRNA_tdbD00009753
train,0,5S_rRNA_Bacteria_B00359
train,0,5S_rRNA_Bacteria_B05236
train,0,tRNA_tdbD00009565
train,0,tRNA_tdbD00009536
train,0,5S_rRNA_Bacteria_B01982
train,0,tRNA_tdbD00008931
train,0,5S_rRNA_Bacteria_B02409
train,0,5S_rRNA_Bacteria_B04156
train,0,5S_rRNA_Bacteria_B04682
train,0,5S_rRNA_Bacteria_B04076
train,0,5S_rRNA_Bacteria_B03559
train,0,5S_rRNA_Bacteria_B05889
train,0,tRNA_tdbD00004428
train,0,5S_rRNA_Eukaryota_E00364
train,0,16S_rRNA_Alphaproteobacteria_AY827034
train,0,tmRNA_Ther.mari._TRW-243274-1
train,0,5S_rRNA_Eukaryota_E01360
train,0,tRNA_tdbD00007384
train,0,16S_rRNA_Alphaproteobacteria_X03428
train,0,tRNA_tdbD00005802
train,0,5S_rRNA_Bacteria_B05345
train,0,5S_rRNA_Bacteria_B03038
train,0,tRNA_tdbD00004334
train,0,tRNA_tdbD00008264
train,0,tRNA_tdbD00003961
train,0,5S_rRNA_Bacteria_B02790
train,0,5S_rRNA_Bacteria_B02454
train,0,tRNA_tdbD00011127
train,0,SRP_plant_Bras.napu._EE411352
train,0,tmRNA_envi.sequ._TRW-259291
train,0,5S_rRNA_Bacteria_B05021
train,0,tRNA_tdbD00007515
train,0,5S_rRNA_Bacteria_B03574
train,0,tRNA_tdbD00011455
train,0,tRNA_tdbD00003496
train,0,5S_rRNA_Plastids_P00542
train,0,5S_rRNA_Bacteria_B07080
train,0,5S_rRNA_Bacteria_B01927
train,0,tRNA_tdbD00008376
train,0,5S_rRNA_Bacteria_B06213
train,0,5S_rRNA_Bacteria_B00991
train,0,tRNA_tdbD00004420
train,0,5S_rRNA_Eukaryota_E00566
train,0,tRNA_tdbD00007846
train,0,5S_rRNA_Eukaryota_E01406
train,0,tRNA_tdbD00011344
train,0,5S_rRNA_Bacteria_B07258
train,0,tRNA_tdbD00007777
train,0,5S_rRNA_Eukaryota_E01985
train,0,5S_rRNA_Bacteria_B03372
train,0,5S_rRNA_Bacteria_B03828
train,0,5S_rRNA_Bacteria_B02616
train,0,16S_rRNA_Alphaproteobacteria_L41526
train,0,5S_rRNA_Bacteria_B01650
train,0,5S_rRNA_Bacteria_B03765
train,0,tRNA_tdbD00005368
train,0,tRNA_tdbD00004646
train,0,tRNA_tdbD00008307
train,0,5S_rRNA_Bacteria_B03753
train,0,5S_rRNA_Bacteria_B03498
train,0,5S_rRNA_Eukaryota_E00220
train,0,5S_rRNA_Bacteria_B05979
train,0,tRNA_tdbD00008125
train,0,5S_rRNA_Eukaryota_E00356
train,0,tRNA_tdbD00004556
train,0,5S_rRNA_Plastids_P00666
train,0,tRNA_tdbD00001761
train,0,5S_rRNA_Bacteria_B01380
train,0,5S_rRNA_Bacteria_B06948
train,0,tRNA_tdbD00007569
train,0,5S_rRNA_Eukaryota_E00677
train,0,5S_rRNA_Bacteria_B06357
train,0,tRNA_tdbD00006535
train,0,5S_rRNA_Bacteria_B03870
train,0,tRNA_tdbD00008591
train,0,16S_rRNA_Bacilli_AJ841830
train,0,5S_rRNA_Bacteria_B07242
train,0,5S_rRNA_Bacteria_B02347
train,0,tRNA_tdbD00009576
train,0,tRNA_tdbD00008117
train,0,5S_rRNA_Bacteria_B02670
train,0,5S_rRNA_Bacteria_B06197
train,0,tRNA_tdbD00010762
train,0,SRP_plant_Arab.thal._AL161496
train,0,5S_rRNA_Plastids_P00501
train,0,5S_rRNA_Bacteria_B06554
train,0,5S_rRNA_Bacteria_B02090
train,0,16S_rRNA_Alphaproteobacteria_DQ122364
train,0,tRNA_tdbD00005807
train,0,tRNA_tdbD00002585
train,0,tRNA_tdbD00001487
train,0,tRNA_tdbD00009040
train,0,tRNA_tdbD00004991
train,0,tRNA_tdbD00006555
train,0,tRNA_tdbD00008428
train,0,tRNA_tdbD00005244
train,0,5S_rRNA_Eukaryota_E00997
train,0,5S_rRNA_Bacteria_B03630
train,0,5S_rRNA_Bacteria_B04617
train,0,tRNA_tdbD00010169
train,0,tRNA_tdbD00006908
train,0,5S_rRNA_Plastids_P00405
train,0,5S_rRNA_Eukaryota_E01299
train,0,5S_rRNA_Bacteria_B01071
train,0,5S_rRNA_Bacteria_B03486
train,0,5S_rRNA_Bacteria_B06087
train,0,tRNA_tdbD00009100
train,0,tRNA_tdbD00005183
train,0,tRNA_tdbD00003710
train,0,tRNA_tdbD00008364
train,0,tRNA_tdbD00008910
train,0,5S_rRNA_Eukaryota_E00179
train,0,5S_rRNA_Bacteria_B02314
train,0,5S_rRNA_Plastids_P00836
train,0,SRP_fungal_Phae.nodo._GSP-321614
train,0,5S_rRNA_Bacteria_B05085
train,0,5S_rRNA_Plastids_P00069
train,0,tRNA_tdbD00010427
train,0,5S_rRNA_Bacteria_B00486
train,0,tRNA_tdbD00006517
train,0,5S_rRNA_Bacteria_B04630
train,0,5S_rRNA_Eukaryota_E00012
train,0,5S_rRNA_Bacteria_B00356
train,0,5S_rRNA_Bacteria_B00649
train,0,tRNA_tdbD00008459
train,0,tRNA_tdbD00005359
train,0,5S_rRNA_Bacteria_B01822
train,0,tRNA_tdbD00007950
train,0,tRNA_tdbD00011857
train,0,5S_rRNA_Bacteria_B05531
train,0,5S_rRNA_Bacteria_B06700
train,0,tRNA_tdbD00006481
train,0,tRNA_tdbD00006192
train,0,5S_rRNA_Bacteria_B04225
train,0,5S_rRNA_Eukaryota_E02704
train,0,tRNA_tdbD00007653
train,0,5S_rRNA_Bacteria_B02386
train,0,tRNA_tdbD00007338
train,0,5S_rRNA_Bacteria_B01888
train,0,5S_rRNA_Bacteria_B01283
train,0,tRNA_tdbD00010800
train,0,tRNA_tdbD00008614
train,0,tRNA_tdbD00010328
train,0,5S_rRNA_Bacteria_B06807
train,0,5S_rRNA_Bacteria_B04491
train,0,5S_rRNA_Bacteria_B02025
train,0,tRNA_tdbD00007043
train,0,tRNA_tdbD00004472
train,0,16S_rRNA_Bacilli_AJ841852
train,0,tRNA_tdbD00009840
train,0,5S_rRNA_Bacteria_B07332
train,0,5S_rRNA_Bacteria_B03714
train,0,5S_rRNA_Eukaryota_E00344
train,0,5S_rRNA_Plastids_P00043
train,0,5S_rRNA_Bacteria_B04749
train,0,5S_rRNA_Eukaryota_E00588
train,0,tRNA_tdbD00007828
train,0,5S_rRNA_Bacteria_B05337
train,0,5S_rRNA_Bacteria_B05915
train,0,5S_rRNA_Bacteria_B06643
train,0,5S_rRNA_Eukaryota_E02552
train,0,tRNA_tdbD00010521
train,0,tRNA_tdbD00005868
train,0,tRNA_tdbD00004942
train,0,5S_rRNA_Plastids_P00783
train,0,5S_rRNA_Eukaryota_E02041
train,0,5S_rRNA_Eukaryota_E02565
train,0,5S_rRNA_Bacteria_B02336
train,0,5S_rRNA_Bacteria_B02007
train,0,tRNA_tdbD00008422
train,0,tRNA_tdbD00008942
train,0,5S_rRNA_Bacteria_B02544
train,0,tRNA_tdbD00010090
train,0,tRNA_tdbD00009531
train,0,tRNA_tdbD00005643
train,0,5S_rRNA_Plastids_P00394
train,0,tRNA_tdbD00009252
train,0,tRNA_tdbD00006696
train,0,tRNA_tdbD00004808
train,0,tRNA_tdbD00010944
train,0,tRNA_tdbD00010925
train,0,5S_rRNA_Eukaryota_E00313
train,0,5S_rRNA_Bacteria_B04158
train,0,5S_rRNA_Bacteria_B03979
train,0,5S_rRNA_Plastids_P00570
train,0,tRNA_tdbD00007864
train,0,5S_rRNA_Bacteria_B02654
train,0,tRNA_tdbD00007915
train,0,tRNA_tdbD00000653
train,0,tRNA_tdbD00012054
train,0,5S_rRNA_Archaea_A00018
train,0,tRNA_tdbD00005037
train,0,tRNA_tdbD00001181
train,0,tRNA_tdbD00011021
train,0,5S_rRNA_Bacteria_B00050
train,0,tRNA_tdbD00004323
train,0,5S_rRNA_Eukaryota_E00915
train,0,tRNA_tdbD00003842
train,0,tRNA_tdbD00008221
train,0,SRP_small_bacterial_Stre.pneu._AE005672
train,0,tRNA_tdbD00000399
train,0,tRNA_tdbD00007194
train,0,tRNA_tdbD00007572
train,0,tRNA_tdbD00011178
train,0,tRNA_tdbD00005080
train,0,5S_rRNA_Bacteria_B04826
train,0,5S_rRNA_Eukaryota_E00584
train,0,tRNA_tdbD00008080
train,0,tRNA_tdbD00008945
train,0,tRNA_tdbD00007850
train,0,tRNA_tdbD00009222
train,0,tRNA_tdbD00000838
train,0,tRNA_tdbD00006524
train,0,tRNA_tdbD00009291
train,0,tRNA_tdbD00002667
train,0,5S_rRNA_Eukaryota_E00746
train,0,tRNA_tdbD00011979
train,0,tRNA_tdbD00011849
train,0,tRNA_tdbD00004765
train,0,tRNA_tdbD00009414
train,0,5S_rRNA_Bacteria_B01210
train,0,tRNA_tdbD00004354
train,0,tRNA_tdbD00011873
train,0,5S_rRNA_Eukaryota_E01490
train,0,tRNA_tdbD00005696
train,0,tRNA_tdbD00003254
train,0,tRNA_tdbD00010152
train,0,tmRNA_Ther.elon._BA000039
train,0,tRNA_tdbD00005137
train,0,5S_rRNA_Bacteria_B02375
train,0,SRP_small_bacterial_Stre.pyog._CP000003
train,0,tRNA_tdbD00004907
train,0,5S_rRNA_Bacteria_B02859
train,0,tRNA_tdbD00007912
train,0,5S_rRNA_Eukaryota_E02723
train,0,5S_rRNA_Bacteria_B04309
train,0,5S_rRNA_Bacteria_B06007
train,0,tRNA_tdbD00006207
train,0,5S_rRNA_Bacteria_B01029
train,0,5S_rRNA_Bacteria_B02447
train,0,5S_rRNA_Eukaryota_E00933
train,0,tRNA_tdbD00009790
train,0,5S_rRNA_Bacteria_B05326
train,0,5S_rRNA_Bacteria_B05476
train,0,5S_rRNA_Bacteria_B01294
train,0,5S_rRNA_Bacteria_B04482
train,0,5S_rRNA_Plastids_P00284
train,0,5S_rRNA_Eukaryota_E02663
train,0,SRP_plant_Bras.napu._EE410150
train,0,tRNA_tdbD00002948
train,0,5S_rRNA_Eukaryota_E01829
train,0,tRNA_tdbD00009422
train,0,tRNA_tdbD00003869
train,0,tRNA_tdbD00004434
train,0,tRNA_tdbD00011581
train,0,5S_rRNA_Bacteria_B00926
train,0,5S_rRNA_Bacteria_B00561
train,0,tRNA_tdbD00011061
train,0,5S_rRNA_Eukaryota_E01928
train,0,tmRNA_Desu.acet._TRW-281689
train,0,tRNA_tdbD00004937
train,0,5S_rRNA_Bacteria_B02197
train,0,5S_rRNA_Bacteria_B06802
train,0,tRNA_tdbD00003913
train,0,tRNA_tdbD00008327
train,0,5S_rRNA_Bacteria_B03851
train,0,tRNA_tdbD00008653
train,0,5S_rRNA_Plastids_P00039
train,0,5S_rRNA_Bacteria_B06787
train,0,5S_rRNA_Bacteria_B00148
train,0,5S_rRNA_Eukaryota_E02474
train,0,tRNA_tdbD00010961
train,0,5S_rRNA_Bacteria_B01601
train,0,5S_rRNA_Plastids_P00826
train,0,tRNA_tdbD00007421
train,0,5S_rRNA_Eukaryota_E02682
train,0,RNaseP_a_bacterial_A.ferrooxidans-g
train,0,tRNA_tdbD00008968
train,0,tRNA_tdbD00011447
train,0,5S_rRNA_Bacteria_B03235
train,0,5S_rRNA_Bacteria_B06004
train,0,5S_rRNA_Bacteria_B04575
